GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""19099""","Jasper, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.058
" ""19099""","Jasper, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1431581
" ""19101""","Jefferson, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,669907
" ""19101""","Jefferson, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.127
" ""19101""","Jefferson, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,851489
" ""19103""","Johnson, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,8537932
" ""19103""","Johnson, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.802
" ""19103""","Johnson, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,10758024
" ""19105""","Jones, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,623939
" ""19105""","Jones, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.929
" ""19105""","Jones, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,787484
" ""19107""","Keokuk, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,322682
" ""19107""","Keokuk, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.844
" ""19107""","Keokuk, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,381662
" ""19109""","Kossuth, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,948457
" ""19109""","Kossuth, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.615
" ""19109""","Kossuth, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1080354
" ""19111""","Lee, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1633427
" ""19111""","Lee, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.553
" ""19111""","Lee, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2042837
" ""19113""","Linn, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,15325670
" ""19113""","Linn, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.195
" ""19113""","Linn, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,17868409
" ""19115""","Louisa, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,854265
" ""19115""","Louisa, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,144.275
" ""19115""","Louisa, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1014185
" ""19117""","Lucas, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,288814
" ""19117""","Lucas, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,109.009
" ""19117""","Lucas, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,348393
" ""19119""","Lyon, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,931666
" ""19119""","Lyon, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,132.112
" ""19119""","Lyon, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,974205
" ""19121""","Madison, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,404262
" ""19121""","Madison, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.102
" ""19121""","Madison, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,506763
" ""19123""","Mahaska, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,840073
" ""19123""","Mahaska, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.762
" ""19123""","Mahaska, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1002980
" ""19125""","Marion, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2085254
" ""19125""","Marion, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,137.052
" ""19125""","Marion, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2745377
" ""19127""","Marshall, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1775025
" ""19127""","Marshall, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.104
" ""19127""","Marshall, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2207984
" ""19129""","Mills, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,511033
" ""19129""","Mills, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,111.484
" ""19129""","Mills, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,656532
" ""19131""","Mitchell, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,566918
" ""19131""","Mitchell, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,112.959
" ""19131""","Mitchell, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,674520
" ""19133""","Monona, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,334119
" ""19133""","Monona, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.68
" ""19133""","Monona, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,405698
" ""19135""","Monroe, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,403641
" ""19135""","Monroe, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.844
" ""19135""","Monroe, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,493594
" ""19137""","Montgomery, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,417989
" ""19137""","Montgomery, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.847
" ""19137""","Montgomery, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,511359
" ""19139""","Muscatine, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2435065
" ""19139""","Muscatine, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.282
" ""19139""","Muscatine, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2913012
" ""19141""","O'Brien, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,870828
" ""19141""","O'Brien, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.083
" ""19141""","O'Brien, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,999178
" ""19143""","Osceola, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,364181
" ""19143""","Osceola, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.14
" ""19143""","Osceola, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,400545
" ""19145""","Page, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,590647
" ""19145""","Page, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.408
" ""19145""","Page, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,739074
" ""19147""","Palo Alto, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,548512
" ""19147""","Palo Alto, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,107.022
" ""19147""","Palo Alto, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,623248
" ""19149""","Plymouth, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1409598
" ""19149""","Plymouth, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.097
" ""19149""","Plymouth, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1636851
" ""19151""","Pocahontas, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,539729
" ""19151""","Pocahontas, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,115.244
" ""19151""","Pocahontas, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,573043
" ""19153""","Polk, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,42342831
" ""19153""","Polk, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.076
" ""19153""","Polk, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,50539505
" ""19155""","Pottawattamie, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,3861713
" ""19155""","Pottawattamie, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,95.92
" ""19155""","Pottawattamie, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,4799139
" ""19157""","Poweshiek, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1199807
" ""19157""","Poweshiek, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.369
" ""19157""","Poweshiek, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1447407
" ""19159""","Ringgold, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,168931
" ""19159""","Ringgold, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.154
" ""19159""","Ringgold, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,201655
" ""19161""","Sac, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,558007
" ""19161""","Sac, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.946
" ""19161""","Sac, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,624257
" ""19163""","Scott, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,8912158
" ""19163""","Scott, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,105.391
" ""19163""","Scott, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,10848177
" ""19165""","Shelby, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,709068
" ""19165""","Shelby, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.564
" ""19165""","Shelby, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,839050
" ""19167""","Sioux, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2346052
" ""19167""","Sioux, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,120.622
" ""19167""","Sioux, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2632666
" ""19169""","Story, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5158546
" ""19169""","Story, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.142
" ""19169""","Story, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6353655
" ""19171""","Tama, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,723193
" ""19171""","Tama, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,127.497
" ""19171""","Tama, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,870904
" ""19173""","Taylor, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,267552
" ""19173""","Taylor, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.756
" ""19173""","Taylor, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,329325
" ""19175""","Union, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,693602
" ""19175""","Union, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,126.033
" ""19175""","Union, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,855885
" ""19177""","Van Buren, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,230622
" ""19177""","Van Buren, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,91.909
" ""19177""","Van Buren, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,275863
" ""19179""","Wapello, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1540236
" ""19179""","Wapello, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.277
" ""19179""","Wapello, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1924359
" ""19181""","Warren, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1201462
" ""19181""","Warren, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,120.859
" ""19181""","Warren, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1519618
" ""19183""","Washington, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1070132
" ""19183""","Washington, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.76
" ""19183""","Washington, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1231205
" ""19185""","Wayne, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,238365
" ""19185""","Wayne, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,128.814
" ""19185""","Wayne, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,294730
" ""19187""","Webster, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1859279
" ""19187""","Webster, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,81.131
" ""19187""","Webster, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2310047
" ""19189""","Winnebago, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,469840
" ""19189""","Winnebago, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,106.687
" ""19189""","Winnebago, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,548949
" ""19191""","Winneshiek, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1019880
" ""19191""","Winneshiek, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.203
" ""19191""","Winneshiek, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1195142
" ""19193""","Woodbury, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4775286
" ""19193""","Woodbury, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.672
" ""19193""","Woodbury, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5960811
" ""19195""","Worth, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,310397
" ""19195""","Worth, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.397
" ""19195""","Worth, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,396713
" ""19197""","Wright, IA",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,734159
" ""19197""","Wright, IA",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.642
" ""19197""","Wright, IA",4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,811795
" ""20000""",Kansas,4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,162290924
" ""20000""",Kansas,4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.436
" ""20000""",Kansas,4,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,191380562
" ""20001""","Allen, KS",4,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,555318
" ""20001""","Allen, KS",4,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,104.378
