GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
" ""19095""","Iowa, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,16348,16391,16303,16460,16554,16575,16537,16527,16592,16643,16654,16574,16475
" ""19095""","Iowa, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39299,43118,46713,47773,47751,47631,47968,49778,51630,52336,54833,59734,60646
" ""19097""","Jackson, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,677205,736746,749195,734480,752957,795250,806807,836613,855317,876402,949642,1046925,1073188
" ""19097""","Jackson, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,19837,19764,19738,19594,19532,19488,19556,19550,19572,19596,19452,19397,19324
" ""19097""","Jackson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34138,37277,37957,37485,38550,40807,41256,42794,43701,44724,48820,53974,55537
" ""19099""","Jasper, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1237223,1349207,1378942,1416763,1426405,1415593,1471403,1511829,1552162,1615461,1720835,1901168,1916650
" ""19099""","Jasper, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,36827,36704,36727,36950,37168,37104,37129,37472,37664,37781,37810,37874,37938
" ""19099""","Jasper, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33596,36759,37546,38343,38377,38152,39629,40346,41211,42759,45513,50197,50521
" ""19101""","Jefferson, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,543087,580030,613170,613310,642043,659485,674066,687281,718349,737540,762150,841378,863056
" ""19101""","Jefferson, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,16770,16773,16692,16771,16668,16522,16373,16196,15943,15767,15693,15762,15698
" ""19101""","Jefferson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32384,34581,36734,36570,38519,39916,41169,42435,45057,46777,48566,53380,54979
" ""19103""","Johnson, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,5310384,5779866,6086182,6279749,6648040,6893806,7185954,7556869,8040523,8206346,8636861,9445679,9745262
" ""19103""","Johnson, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,131330,134053,137049,140072,142617,144793,146779,149246,150477,151883,153042,155016,156420
" ""19103""","Johnson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40435,43116,44409,44832,46615,47611,48958,50634,53434,54031,56435,60934,62302
" ""19105""","Jones, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,708118,756712,773675,787656,783857,831455,845401,864711,888830,916782,979406,1091048,1117060
" ""19105""","Jones, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,20688,20748,20612,20535,20570,20456,20410,20640,20661,20672,20653,20839,20848
" ""19105""","Jones, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34228,36472,37535,38357,38107,40646,41421,41895,43020,44349,47422,52356,53581
" ""19107""","Keokuk, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,355573,403222,426176,439785,427650,409154,404602,425850,442456,452825,479766,541180,548002
" ""19107""","Keokuk, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10506,10389,10407,10309,10247,10125,10120,10084,10153,10115,10012,9924,9904
" ""19107""","Keokuk, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33845,38812,40951,42660,41734,40410,39980,42230,43579,44768,47919,54532,55331
" ""19109""","Kossuth, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,636711,734108,761973,802697,757762,757062,721846,729705,754277,738353,755056,917913,962831
" ""19109""","Kossuth, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,15527,15410,15433,15363,15270,15211,15176,15017,14927,14873,14794,14524,14475
" ""19109""","Kossuth, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41007,47638,49373,52249,49624,49771,47565,48592,50531,49644,51038,63200,66517
" ""19111""","Lee, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1127526,1183331,1229564,1230661,1290520,1356402,1351798,1342349,1389324,1410067,1556266,1640881,1639615
" ""19111""","Lee, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,35852,35581,35560,35267,35100,34944,34474,34277,33971,33688,33520,33208,32840
" ""19111""","Lee, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31449,33257,34577,34896,36767,38816,39212,39162,40897,41857,46428,49412,49927
" ""19113""","Linn, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,8856181,9298930,9797256,9779148,10281259,10714734,11005564,11313195,11809257,12080545,12746463,13695124,13954488
" ""19113""","Linn, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,211770,214531,216066,217329,219230,221651,223811,226326,228091,229528,230411,229458,229033
" ""19113""","Linn, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41820,43345,45344,44997,46897,48341,49173,49986,51774,52632,55321,59685,60928
" ""19115""","Louisa, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,356749,388557,419037,420741,416035,421208,425557,443572,462329,469357,504393,554343,565162
" ""19115""","Louisa, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,11377,11359,11318,11288,11170,11185,11095,11060,10973,10879,10821,10747,10677
" ""19115""","Louisa, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31357,34207,37024,37273,37246,37658,38356,40106,42133,43143,46612,51581,52933
" ""19117""","Lucas, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,285697,299323,305468,309658,317907,316933,325723,334787,353840,358381,384750,420536,428276
" ""19117""","Lucas, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,8899,8892,8800,8728,8676,8662,8627,8610,8673,8653,8620,8696,8689
" ""19117""","Lucas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32104,33662,34712,35479,36642,36589,37756,38884,40798,41417,44635,48360,49289
" ""19119""","Lyon, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,456951,560687,604164,643645,660867,669074,610475,662963,672104,646711,674872,790319,874515
" ""19119""","Lyon, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,11573,11714,11797,11753,11778,11841,11902,11910,11985,11958,11927,12061,12179
" ""19119""","Lyon, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,39484,47865,51213,54764,56110,56505,51292,55664,56079,54082,56584,65527,71805
" ""19121""","Madison, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,590662,625063,633431,646200,664250,683434,715472,753768,788762,817694,878674,962239,993855
" ""19121""","Madison, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,15740,15751,15663,15516,15665,15783,15867,16084,16230,16375,16628,16789,17036
" ""19121""","Madison, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37526,39684,40441,41647,42403,43302,45092,46864,48599,49936,52843,57314,58339
" ""19123""","Mahaska, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,722730,797258,819437,837280,836657,843050,847584,878492,947542,944950,1003676,1099114,1126076
" ""19123""","Mahaska, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,22405,22480,22361,22365,22378,22310,22198,22274,22037,22240,22147,21944,21946
" ""19123""","Mahaska, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32258,35465,36646,37437,37387,37788,38183,39440,42998,42489,45319,50087,51311
" ""19125""","Marion, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1161179,1256515,1318134,1304814,1347628,1385409,1437352,1515139,1597158,1672137,1763057,1937298,2008914
" ""19125""","Marion, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,33231,33301,33327,33091,33375,33240,33296,33268,33436,33487,33408,33444,33642
" ""19125""","Marion, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34943,37732,39552,39431,40378,41679,43169,45543,47768,49934,52773,57927,59714
" ""19127""","Marshall, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1374997,1471680,1521203,1539692,1561625,1623680,1661591,1610228,1671678,1713170,1817459,1951003,1944324
" ""19127""","Marshall, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,40737,41087,41165,41185,40962,40647,40485,40472,40356,40001,40093,39899,39879
" ""19127""","Marshall, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33753,35819,36954,37385,38124,39946,41042,39786,41423,42828,45331,48899,48756
" ""19129""","Mills, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,650145,697308,740475,748386,719266,748130,751932,757128,816884,872510,883956,972373,1030831
" ""19129""","Mills, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,15067,14987,14795,14793,14616,14703,14821,14805,14831,14798,14399,14464,14553
" ""19129""","Mills, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,43150,46528,50049,50591,49211,50883,50734,51140,55079,58961,61390,67227,70833
" ""19131""","Mitchell, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,414715,475878,510488,566557,604838,633402,599588,583388,650443,654234,607915,795506,1011860
" ""19131""","Mitchell, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10791,10702,10701,10644,10670,10640,10614,10502,10489,10512,10588,10563,10532
" ""19131""","Mitchell, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38432,44466,47705,53228,56686,59530,56490,55550,62012,62237,57415,75311,96075
" ""19133""","Monona, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,338091,370157,358454,365684,348584,391817,379152,365575,383141,399157,413280,491858,513297
" ""19133""","Monona, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9253,9258,9124,9080,8961,8944,8871,8828,8769,8761,8746,8595,8486
" ""19133""","Monona, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36539,39982,39287,40274,38900,43808,42741,41411,43693,45561,47254,57226,60488
" ""19135""","Monroe, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,260276,278627,279089,285750,291578,295043,305167,313894,333489,343968,374982,408466,414852
" ""19135""","Monroe, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,7988,8033,8028,7913,7874,7822,7722,7651,7591,7517,7597,7595,7550
" ""19135""","Monroe, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32583,34685,34764,36111,37030,37720,39519,41027,43932,45759,49359,53781,54947
" ""19137""","Montgomery, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,362506,381834,396410,395495,383490,396942,386200,388998,410867,422462,451094,504257,513754
" ""19137""","Montgomery, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,10700,10685,10634,10540,10560,10363,10386,10409,10303,10282,10330,10325,10205
" ""19137""","Montgomery, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33879,35736,37278,37523,36315,38304,37185,37371,39878,41088,43668,48838,50343
" ""19139""","Muscatine, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1542328,1643912,1720848,1728600,1820008,1868119,1886284,1926229,1981803,2049291,2178545,2282520,2300932
" ""19139""","Muscatine, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,42823,42938,43086,43256,43344,43454,43401,43355,43388,43245,43141,42688,42377
" ""19139""","Muscatine, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36016,38286,39940,39962,41990,42991,43462,44429,45676,47388,50498,53470,54297
" ""19141""","O'Brien, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,581514,666292,696265,702226,710047,725236,704968,705951,741660,730573,764552,854431,913447
" ""19141""","O'Brien, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,14417,14277,14262,14202,14248,14177,14219,14120,14198,14235,14154,14062,14060
" ""19141""","O'Brien, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40335,46669,48820,49446,49835,51156,49579,49997,52237,51322,54017,60762,64968
" ""19143""","Osceola, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,242790,300500,316954,351933,347755,346931,291927,299557,307048,281153,294431,353525,394785
" ""19143""","Osceola, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,6463,6341,6249,6303,6319,6269,6215,6170,6186,6145,6202,6163,6036
" ""19143""","Osceola, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,37566,47390,50721,55836,55033,55341,46971,48551,49636,45753,47474,57362,65405
" ""19145""","Page, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,522645,544289,579322,588040,586239,593662,601098,597605,621338,648619,691004,796653,806133
" ""19145""","Page, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,15923,15915,15731,15559,15536,15527,15415,15337,15321,15234,15196,15215,15143
" ""19145""","Page, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32823,34200,36827,37794,37734,38234,38994,38965,40555,42577,45473,52360,53235
" ""19147""","Palo Alto, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,345801,430482,463441,521606,509333,512625,447557,450083,482785,440355,427314,517039,570359
" ""19147""","Palo Alto, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,9401,9370,9306,9203,9171,9201,9107,9133,9008,8983,8989,8909,8764
" ""19147""","Palo Alto, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,36783,45943,49800,56678,55537,55714,49144,49281,53595,49021,47537,58036,65080
" ""19149""","Plymouth, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1041957,1117837,1160725,1172795,1193652,1252622,1300186,1304550,1370841,1368084,1452613,1620696,1730842
" ""19149""","Plymouth, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,24990,24881,24938,25085,25112,25153,25497,25388,25404,25629,25689,25714,25681
" ""19149""","Plymouth, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41695,44927,46544,46753,47533,49800,50994,51385,53962,53380,56546,63028,67398
" ""19151""","Pocahontas, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,278056,344202,361644,385634,364580,345050,306988,318215,354537,350833,337782,416669,447653
" ""19151""","Pocahontas, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,7302,7263,7252,7269,7305,7221,7140,7172,7092,7058,7067,7057,7053
" ""19151""","Pocahontas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,38079,47391,49868,53052,49908,47784,42996,44369,49991,49707,47797,59043,63470
" ""19153""","Polk, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,18400052,18987637,20347912,20336636,21821919,22982815,23796907,24551398,25422223,26301683,28240630,30809824,31394821
" ""19153""","Polk, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,432334,438647,444508,452422,460597,466928,473881,480126,485259,489933,492997,497675,501089
" ""19153""","Polk, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,42560,43287,45776,44951,47377,49221,50217,51135,52389,53684,57284,61908,62653
" ""19155""","Pottawattamie, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3178327,3355452,3571092,3593064,3665007,3915437,3902022,3948782,4147913,4205523,4454964,4800483,4879388
" ""19155""","Pottawattamie, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,93370,93551,93027,93013,93451,93805,93825,93767,93677,93663,93670,93434,93173
" ""19155""","Pottawattamie, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34040,35868,38388,38630,39218,41740,41588,42113,44279,44901,47560,51378,52369
" ""19157""","Poweshiek, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,669817,736769,759926,784563,780178,799454,761929,781199,823345,836003,884253,986753,1038364
" ""19157""","Poweshiek, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,18933,18934,18794,18705,18739,18519,18463,18552,18681,18705,18628,18603,18467
" ""19157""","Poweshiek, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35378,38912,40435,41944,41634,43169,41268,42109,44074,44694,47469,53043,56228
" ""19159""","Ringgold, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,164189,183877,185997,205887,204715,205791,202541,214422,224677,225496,230448,267801,267800
" ""19159""","Ringgold, IA",4,CAINC1,2,...,Population (persons) 1/,Number of persons,5109,5027,4988,4918,4892,4893,4893,4910,4789,4720,4642,4626,4670
" ""19159""","Ringgold, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32137,36578,37289,41864,41847,42058,41394,43670,46915,47775,49644,57890,57345
" ""19161""","Sac, IA",4,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,425202,496025,496550,544771,506717,504811,442875,495063,518951,535409,532738,657213,753850
